ID	Fwy	Dir	District	County	City	State_PM	Abs_PM	Latitude	Longitude	Length	Type	Lanes	Name	User_ID_1	User_ID_2	User_ID_3	User_ID_4
737433	101	N	7	37	90310	31	32.359	34.149171	-118.69734	1.84	ML	4	LAS VIRGENES RD	4160			
737480	210	E	7	37	56000	R28	27.98	34.152332	-118.103137		FR	2	ALTADENA	2569			
737490	210	E	7	37		R29.74	30.029	34.148522	-118.068683	.429	HV	1	ROSEMEAD 1	4253			
737504	605	S	7	37	43000	R1.03	3.082	33.821152	-118.081557	.56	ML	4	WARDLOW	2137			
737529	405	S	7	37	44000	42.45	66.222	34.202228	-118.473512	.47	ML	4	SHERMAN WAY 2	3508			
759142	118	E	7	111	72016	R26.35	27.281	34.282136	-118.734404	.41	ML	3	GALENA	2622			
759155	10	E	7	37	44000	14.24	12.085	34.037023	-118.284201		FF	1	SB 110 TO EB 10	2923			
759165	118	W	7	111	72016	R26.35	27.281	34.282445	-118.734398	.47	ML	3	GALENA	2622			
759172	5	S	7	37		R46.57	162.917	34.341011	-118.522527	1.6	ML	5	WELDON CANYON	2088			
759197	10	E	7	37	44000	14.81	12.655	34.038052	-118.274457		FF	1	NB 110 TO EB 10	2922			
759228	5	S	7	37	44000	38.34	154.91	34.254614	-118.433051	.355	ML	6	VAN NUYS 1	3609			
759230	5	S	7	37	44000	38.34	154.91	34.254614	-118.433051		OR	1	VAN NUYS EB	3609			
759250	5	S	7	37	44000	38.55	155.12	34.256907	-118.435472	.395	ML	6	VAN NUYS 2	3610			
759252	5	S	7	37	44000	38.55	155.12	34.256907	-118.435472		OR	1	VAN NUYS WB	3610			
759257	10	E	7	37	70000	R2.33	.175	34.016298	-118.483358	.325	ML	3	LINCOLN	3155			
759259	10	W	7	37	70000	R2.33	.175	34.016413	-118.483481	.325	ML	3	LINCOLN	3155			
759271	101	N	7	37	394	36.28	37.639	34.14691	-118.782745	1.14	ML	4	REYES ADOBE	4165			
759272	101	N	7	37	394	36.28	37.639	34.14691	-118.782745		OR	1	REYES ADOBE	4165			
759280	10	E	7	37	44000	14.81	12.655	34.038052	-118.274457	.27	ML	3	FM 110 NB	2922			
759289	10	W	7	37	44000	14.5	12.345	34.038055	-118.279858	1.045	ML	3	FM 110 NB	2921			
759290	10	W	7	37	44000	14.5	12.345	34.038055	-118.279858		OR	1	FM 110 NB	2921			
759385	10	E	7	37	44000	14.24	12.085	34.037023	-118.284201	.125	ML	4	FM 110 SB	2923			
759416	110	S	7	37	44000	13.45	13.38	33.923435	-118.281525	.185	ML	4	FM 105 EB	2913			
759418	110	S	7	37	44000	13.44	13.37	33.923292	-118.281555	.025	ML	5	FM 105 WB	2919			
759422	405	S	7	37	32548	20.1	43.872	33.914766	-118.370486	.365	ML	4	FM RT 105	2918			
759427	405	N	7	37		R21.365	45.137	33.932781	-118.368223	.869	ML	4	FM 105 WB	2915			
759486	2	W	7	37	44000	R17.048	9.61	34.121743	-118.229567		FR	2	VERDUGO RD	4466			
759487	2	W	7	37	44000	R17.048	9.61	34.121743	-118.229567		OR	1	VERDUGO RD	4466			
759513	5	N	7	37	52526	4.96	121.593	33.917571	-118.080056	.46	ML	3	IMPERIAL HWY	3274			
759514	5	N	7	37	52526	4.819	121.452	33.915878	-118.078758		FR	1	IMPERIAL	3274			
759518	5	N	7	37	52526	4.58	121.213	33.913564	-118.075867	.505	ML	3	NORWALK 2	3273			
759530	5	N	7	37	19766	8.27	124.903	33.957583	-118.111199		FR	1	LAKEWOOD 1	3586			
759531	5	N	7	37	19766	8.27	124.903	33.957583	-118.111199	.305	ML	4	LAKEWOOD 1	3586			
759542	5	N	7	37	19766	8.41	125.043	33.95891	-118.113036	.295	ML	4	LAKEWOOD 2	3587			
759551	5	N	7	37	19766	8.86	125.493	33.9632	-118.1189		FR	1	PARAMOUNT	3588			
759552	5	N	7	37	19766	8.86	125.493	33.9632	-118.1189	.545	ML	4	PARAMOUNT	3588			
759566	5	N	7	37		14.8	131.433	34.020251	-118.189669	.395	ML	5	DITMAN	3593			
759572	5	N	7	37	44000	15.118	131.751	34.021007	-118.195039		FR	1	CALZONA	3154			
759576	5	N	7	37	44000	15.14	131.773	34.021135	-118.195375	.485	ML	5	CALZONA	3154			
759590	5	N	7	37	44000	23.86	140.493	34.114313	-118.267737		OR	1	GLENDALE	3039			
759591	5	N	7	37	44000	23.86	140.493	34.114313	-118.267737	.58	ML	4	GLENDALE	3039			
759602	5	N	7	37	44000	24.54	141.173	34.123398	-118.272271	.77	ML	4	LOS FELIZ 2	3041			
759610	5	S	7	37	52526	3.95	120.52	33.907584	-118.067796	.33	ML	3	SILVER BOW	2027			
759617	5	N	7	37	44000	39.31	155.943	34.266064	-118.442825	.48	ML	4	PAXTON	3611			
759626	5	N	7	37	44000	40.44	157.073	34.279114	-118.455041	1.29	ML	3	LAUREL CANYON	3612			
759636	5	N	7	37	44000	42.75	159.383	34.304527	-118.480635	1.474	ML	5	ROXFORD	3614			
759637	5	N	7	37	44000	42.75	159.383	34.304527	-118.480635		FR	1	ROXFORD	3614			
759648	5	N	7	37	69088	R49.2	165.61	34.364506	-118.555784	1.365	ML	4	CALGROVE	4611			
759653	5	N	7	37	69088	R52.46	168.87	34.408287	-118.576071		FR	2	VALENCIA	4614			
759654	5	N	7	37	69088	R52.46	168.87	34.408287	-118.576071	1.12	ML	4	VALENCIA	4614			
759666	5	N	7	37	69088	R53.64	170.05	34.424267	-118.58367	.87	ML	4	MAGIC MOUNTAIN	4615			
759667	5	N	7	37	69088	R53.4	169.81	34.421063	-118.581981		FR	1	MAGIC MOUNTAIN	4615			
759672	5	N	7	37		R56.76	173.17	34.458426	-118.615547	2.15	ML	4	HASLEY CANYON	4616			
759677	5	N	7	37		R59.6	176.01	34.497131	-118.624674	3.92	ML	4	LAKE HUGHES	4617			
759680	5	N	7	37		R56.76	173.17	34.458426	-118.615547		FR	1	HASLEY CANYON	4616			
759685	5	N	7	37		R78.1	194.617	34.709779	-118.796647	5	ML	4	SMOKEY BEAR RD	4619			
759700	5	S	7	37	44000	15.14	131.71	34.020961	-118.195456	.503	ML	5	CALZONA	3150			
759707	5	S	7	37	44000	15.77	132.34	34.025109	-118.20517	.675	ML	5	CONCORD	3149			
759713	5	S	7	37	44000	21.93	138.5	34.095413	-118.243957		FR	1	STADIUM	3095			
759735	5	S	7	37	44000	25.85	142.42	34.141806	-118.278086		OR	1	COLORADO	3099			
759742	5	S	7	37	44000	26.35	142.92	34.148833	-118.27989		OR	1	ZOO DR	3100			
759747	5	S	7	37	30000	27.2	143.77	34.156871	-118.290763	.655	ML	5	VICTORY TR	2085			
759762	5	S	7	37	30000	28.2	144.77	34.167992	-118.301293	.3	ML	4	ALAMEDA 1	3103			
759765	5	S	7	37	30000	28.2	144.77	34.167992	-118.301293		FR	1	ALAMEDA 1	3103			
759766	5	S	7	37	30000	28.2	144.77	34.167992	-118.301293		CD	1	ALAMEDA 1	3103			
759772	5	S	7	37	8954	28.3	144.87	34.168963	-118.302648	.35	ML	4	ALAMEDA 2	3104			
759776	5	S	7	37	8954	28.3	144.87	34.168963	-118.302648		FR	1	ALAMEDA 2	3104			
759777	5	S	7	37	8954	28.3	144.87	34.168963	-118.302648		CD	1	ALAMEDA 2	3104			
759783	5	S	7	37	8954	28.9	145.47	34.176309	-118.30783	.69	ML	4	VERDUGO	3105			
759790	5	S	7	37	44000	33.58	150.15	34.221822	-118.364915		FR	1	SUNLAND	3228			
759822	5	S	7	37	44000	39.78	156.35	34.271236	-118.448172	.245	ML	5	CHATSWORTH	3639			
759834	5	N	7	37	44000	40.17	156.803	34.275954	-118.451881	.465	ML	3	SAN FERNANDO 1	3636			
759835	5	S	7	37	44000	40.17	156.74	34.275868	-118.452003	.155	ML	5	SAN FERNANDO 1	3636			
759844	5	S	7	37	44000	40	156.57	34.273972	-118.450111	.195	ML	5	BRAND	3637			
759850	5	S	7	37	44000	40.31	156.88	34.277432	-118.45372	1.125	ML	3	SAN FERNANDO 2	3635			
759858	5	S	7	37	44000	42.42	158.99	34.300684	-118.477275	1.539	ML	5	ROXFORD	3633			
759870	5	S	7	37		R48.8	165.147	34.358847	-118.554053	1.465	ML	4	CALGROVE	4622			
759875	5	S	7	37		R48.8	165.147	34.358847	-118.554053		FR	1	CALGROVE	4611			
759888	5	S	7	37	69088	R50	166.347	34.374508	-118.563047	.4	ML	4	LYONS 1	4623			
759892	5	S	7	37	69088	R50.3	166.647	34.378358	-118.565494		FR	2	LYONS 2	4612			
759900	5	S	7	37	69088	R50.3	166.647	34.378358	-118.565494	.65	ML	4	LYONS 2	4612			
759906	5	S	7	37	69088	R52.49	168.837	34.408604	-118.576573	.5	ML	4	VALENCIA WB	4625			
759914	5	S	7	37	69088	R53.4	169.747	34.420911	-118.582284	.855	ML	4	MAGIC MOUNTAIN	4626			
759922	5	S	7	37	69088	R54.2	170.547	34.431273	-118.588555		OR	1	RYE CANYON	4379			
759927	5	S	7	37		R56.47	172.817	34.454192	-118.615941	.7	ML	4	HASLEY CANYON	4627			
759933	5	S	7	37		R59.5	175.847	34.495729	-118.623863	3.9	ML	4	LAKE HUGHES	4629			
759938	5	S	7	37		R59.5	175.847	34.495729	-118.623863		FR	2	LAKE HUGHES	4629			
759942	5	S	7	37		R65.7	182.047	34.565923	-118.685975	5	ML	4	TEMPLIN	4630			
759945	5	S	7	37		R65.7	182.047	34.565923	-118.685975		FR	1	TEMPLIN	4630			
759961	10	W	7	37	84200	38.07	36.57	34.072002	-117.880137		FR	2	BARRANCA 2	3778			
759965	91	E	7	37	15044	R11.03	5.028	33.872655	-118.203751	.65	HV	1	LONG BEACH 1	4081			
759967	91	E	7	37	43000	R13.26	7.258	33.875898	-118.166089	1.215	HV	1	CHERRY	3293			
759974	91	E	7	37	2896	R17.96	11.958	33.876317	-118.084773	.42	HV	1	PIONEER 1	3300			
759975	91	E	7	37	2896	R18.21	12.208	33.876324	-118.080425	.405	HV	1	PIONEER 2	3301			
759978	91	E	7	37	12552	R18.77	12.768	33.876366	-118.070702	.45	HV	1	NORWALK 2	3303			
759979	91	E	7	37	12552	R19.41	13.408	33.873306	-118.060607	.195	HV	1	SHOEMAKER	3304			
759980	91	E	7	37	12552	R19.41	13.408	33.873306	-118.060607	.195	ML	4	SHOEMAKER	3304			
759981	91	W	7	37	15044	R9.1	3.098	33.873772	-118.23715	.7	HV	1	WILMINGTON	4137			
759982	91	W	7	37	15044	R9.67	3.668	33.874114	-118.227251	.515	HV	1	ACACIA	4136			
759984	91	W	7	37	43000	R13.51	7.508	33.876117	-118.161745	.495	HV	1	PARAMOUNT	3327			
759986	91	W	7	37	4982	R15.54	9.538	33.87621	-118.126705	.27	HV	1	BELLFLOWER 1	3323			
759987	91	W	7	37	2896	R18.21	12.208	33.87657	-118.080438	.27	HV	1	PIONEER 2	3321			
759988	91	W	7	37	12552	R18.7	12.698	33.876613	-118.071914	.28	HV	1	NORWALK 2	3319			
759989	91	W	7	37	12552	R18.5	12.498	33.876583	-118.075397	.245	HV	1	NORWALK 1	3320			
759990	91	W	7	37	12552	R19.06	13.058	33.876119	-118.065686	.35	HV	1	BLOOMFIELD	3318			
759991	91	E	7	37	12552	R19.11	13.108	33.875647	-118.064958	.32	HV	1	BLOOMFIELD	3318			
759992	91	E	7	37	12552	R20.21	14.208	33.86603	-118.049777	.6	HV	1	183RD	3316			
759993	91	W	7	37	12552	R20.14	14.138	33.866819	-118.050661	.6	HV	1	183RD	3316			
759996	91	E	7	37	15044	R9.11	3.108	33.87359	-118.236964	.93	HV	1	WILMINGTON	4078			
760001	101	N	7	37	44000	15	16.376	34.155725	-118.432994		OR	1	WOODMAN	3400			
760002	101	N	7	37	44000	27.51	28.869	34.158544	-118.640131	.37	ML	4	LONG VALLEY	4158			
760003	101	S	7	37	44000	2.56	3.908	34.070002	-118.262279		OR	1	GLENDALE	3004			
760006	101	S	7	37	44000	20.15	21.482	34.171108	-118.517031		FR	1	WHITE OAK	3402			
760013	101	S	7	37	44000	14.7	16.017	34.155572	-118.427822	.45	ML	5	WOODMAN	3421			
760024	101	S	7	37	44000	16.7	18.017	34.159347	-118.461778	.2	ML	6	SEPULVEDA	3419			
760040	105	E	7	37	44000	R.6	.6	33.931239	-118.394434		OR	1	SEPULVEDA SB	2599			
760046	105	E	7	37	44000	R.9	.9	33.931132	-118.389223	1.065	ML	3	HUGHES	4584			
760054	105	W	7	37	44000	R.9	.9	33.931388	-118.389223		FR	1	HUGHES	4584			
760063	105	E	7	37	44000	R1.8	1.8	33.929816	-118.373757	.6	ML	3	IMPERIAL 1	4585			
760073	105	E	7	37	32548	R3.1	3.1	33.933294	-118.351898	.39	HV	1	HAWTHORNE	4807			
760074	105	E	7	37	32548	R3.1	3.1	33.933294	-118.351898	.39	ML	4	HAWTHORNE	4807			
760076	105	E	7	37	32548	R3.1	3.1	33.933294	-118.351898		FR	1	HAWTHORNE	4807			
760080	105	E	7	37	32548	R3.6	3.6	33.930073	-118.344285	.55	ML	3	IMPERIAL 3	4669			
760085	105	E	7	37	32548	R3.6	3.6	33.930073	-118.344285	.55	HV	1	IMPERIAL 3	4669			
760090	105	E	7	37	36546	R4.2	4.2	33.924911	-118.335537	.5	HV	1	YUKON	2614			
760091	105	E	7	37	36546	R4.2	4.2	33.924911	-118.335537		FR	1	YUKON	2614			
760100	105	E	7	37	36546	R4.6	4.6	33.924855	-118.32862	.35	HV	1	CRENSHAW 1	4810			
760101	105	E	7	37	36546	R4.6	4.6	33.924855	-118.32862	.35	ML	3	CRENSHAW 1	4810			
760110	105	E	7	37	32548	R4.9	4.9	33.925162	-118.323479	.45	HV	1	CRENSHAW 2	4812			
760112	105	E	7	37	32548	R4.9	4.9	33.925162	-118.323479	.45	ML	4	CRENSHAW 2	4812			
760117	105	E	7	37	32548	R5.5	5.5	33.925238	-118.313092	.55	HV	1	E/O WILTON	2585			
760122	105	E	7	37		R6	6	33.926392	-118.304528	.55	HV	1	W/O NORMANDIE	2587			
760128	105	E	7	37		R6.6	6.6	33.928424	-118.29444		FR	1	W/O VERMONT	2589			
760130	105	E	7	37		R6.6	6.6	33.928424	-118.29444	.6	HV	1	W/O VERMONT	2589			
760139	105	E	7	37	44000	R7.8	7.8	33.927891	-118.273645	.32	HV	1	MAIN	2637			
760147	105	W	7	37	44000	R7.8	7.8	33.928261	-118.273648	.55	HV	1	MAIN	2637			
760156	105	E	7	37	44000	R7.55	7.55	33.928419	-118.277962		OR	1	FM 110 SB	2920			
760166	105	E	7	37	44000	R7.56	7.56	33.928407	-118.277789	.3	HV	1	FM 110 NB	2911			
760167	105	E	7	37	44000	R7.56	7.56	33.928407	-118.277789	.125	ML	3	FM 110 NB	2911			
760168	105	E	7	37	44000	R7.56	7.56	33.928407	-118.277789		OR	1	FM 110 NB	2911			
760173	105	E	7	37	44000	R8.2	8.2	33.927305	-118.266557	.3	HV	1	AVALON	2638			
760178	105	E	7	37	44000	R8.4	8.4	33.927289	-118.263121	.3	HV	1	STANFORD	2639			
760187	105	E	7	37		R9	9	33.928141	-118.252891	.45	ML	3	CENTRAL	4835			
760188	105	E	7	37		R9	9	33.928141	-118.252891	.45	HV	1	CENTRAL	4835			
760196	105	E	7	37		R9.7	9.7	33.928223	-118.240518	.75	ML	3	WILMINGTON	4836			
760199	105	E	7	37		R9.7	9.7	33.928223	-118.240518	.75	HV	1	WILMINGTON	4836			
760201	105	E	7	37		R9.7	9.7	33.928223	-118.240518		FR	1	WILMINGTON	4836			
760206	105	E	7	37		R10.5	10.5	33.929161	-118.226832	.6	HV	1	MONA	2642			
760207	105	W	7	37		R10.5	10.5	33.929479	-118.226883	.4	HV	1	MONA	2642			
760209	105	W	7	37		R10.5	10.5	33.929479	-118.226883		FR	1	MONA	2642			
760213	105	E	7	37		R10.9	10.9	33.929098	-118.220055	.6	HV	1	STATE	2643			
760224	105	E	7	37	44574	R11.7	11.7	33.923785	-118.207757	.5	HV	1	LONG BEACH 1	4840			
760226	105	E	7	37	44574	R11.7	11.7	33.923785	-118.207757	.5	ML	3	LONG BEACH 1	4840			
760227	105	E	7	37	44574	R11.7	11.7	33.923785	-118.207757		FR	1	LONG BEACH SB	4840			
760236	105	E	7	37	44574	R11.9	11.9	33.922422	-118.20466	.45	ML	3	LONG BEACH 2	4841			
760237	105	E	7	37	44574	R11.9	11.9	33.922422	-118.20466	.45	HV	1	LONG BEACH 2	4841			
760242	105	E	7	37	44574	R12.6	12.6	33.917731	-118.194032	.65	HV	1	HARRIS	2646			
760246	105	E	7	37	44574	R13.2	13.2	33.914156	-118.184451	.6	HV	1	WRIGHT	2630			
760256	105	W	7	37	44574	R13.2	13.2	33.91443	-118.184361	.1	HV	1	WRIGHT	2630			
760267	105	E	7	37	44574	R13.8	13.8	33.911105	-118.174619	.305	HV	1	GARFIELD 1	2636			
760279	105	E	7	37	55618	R14.4	14.4	33.91131	-118.164179	.47	HV	1	E/O FACADE	2592			
760283	105	E	7	37	73080	R14.8	14.8	33.912001	-118.157276	.45	ML	3	PARAMOUNT	4578			
760289	105	E	7	37	73080	R14.8	14.8	33.912001	-118.157276	.45	HV	1	PARAMOUNT	4578			
760293	105	E	7	37	73080	R15.3	15.3	33.912739	-118.148633	.4	HV	1	GARDENDALE	2595			
760301	105	E	7	37	19766	R15.6	15.6	33.9129	-118.143428	.3	ML	3	LAKEWOOD 1	4579			
760303	105	E	7	37	19766	R15.6	15.6	33.9129	-118.143428	.3	HV	1	LAKEWOOD 1	4579			
760314	105	E	7	37	19766	R15.9	15.9	33.91291	-118.138216	.35	HV	1	LAKEWOOD 2	4581			
760315	105	E	7	37	19766	R15.9	15.9	33.91291	-118.138216	.35	ML	4	LAKEWOOD 2	4581			
760320	105	E	7	37	19766	R16.3	16.3	33.912952	-118.131271	.45	HV	1	W/O ARDIS	2598			
760321	105	E	7	37	19766	R16.3	16.3	33.912952	-118.131271		FR	1	W/O ARDIS	2598			
760329	105	E	7	37	19766	R16.8	16.8	33.91319	-118.122603	.5	HV	1	BELLFLOWER 2	4582			
760330	105	E	7	37	19766	R16.8	16.8	33.91319	-118.122603	.5	ML	3	BELLFLOWER 2	4582			
760333	105	W	7	37	19766	R16.8	16.8	33.91352	-118.122596	.4	HV	1	BELLFLOWER 2	4582			
760335	105	W	7	37	19766	R16.8	16.8	33.91352	-118.122596		FR	1	BELLFLOWER 2	4582			
760344	105	E	7	37	19766	R17.3	17.3	33.913689	-118.113948	1.095	HV	1	CARFAX	2557			
760345	105	W	7	37	19766	R17.3	17.3	33.914009	-118.113945	1.095	HV	1	CARFAX	2557			
760349	105	E	7	37	52526	R18.13	18.13			.43	ML	2	LEIBACHER	4813			
760350	105	E	7	37	52526	R18.13	18.13				FR	1	LEIBACHER	4813			
760358	105	W	7	37	52526	R17.9	17.9	33.914273	-118.103564	.415	ML	2	HOXIE	4668			
760361	105	W	7	37	52526	R18.13	18.13			.13	ML	2	LEIBACHER	4813			
760369	105	W	7	37	19766	R16.8	16.8	33.91352	-118.122596	.4	ML	4	BELLFLOWER 2	4582			
760375	105	W	7	37	19766	R16.5	16.5	33.913234	-118.12779	.4	ML	4	BELLFLOWER 1	4583			
760380	105	W	7	37	19766	R16.5	16.5	33.913234	-118.12779	.4	HV	1	BELLFLOWER 1	4583			
760384	105	W	7	37	19766	R16	16	33.913209	-118.136477	.45	ML	3	HANWELL	2597			
760387	105	W	7	37	19766	R16	16	33.913209	-118.136477	.45	HV	1	HANWELL	2597			
760388	105	W	7	37	19766	R16	16	33.913209	-118.136477		FR	1	HANWELL	2597			
760395	105	W	7	37	19766	R15.6	15.6	33.913204	-118.143449	.35	HV	1	LAKEWOOD 1	4580			
760398	105	W	7	37	19766	R15.6	15.6	33.913204	-118.143449	.35	ML	3	LAKEWOOD 1	4580			
760403	105	W	7	37	73080	R15.3	15.3	33.913023	-118.148672	.35	HV	1	GARDENDALE	2596			
760413	105	W	7	37	32548	R2.6	2.6	33.932384	-118.3602		FF	3	WB 105 TO NB 405	2612			
760424	105	W	7	37		R3.3	3.3	33.932736	-118.3484	.7	HV	1	IMPERIAL 3	4808			
760426	105	W	7	37		R3.3	3.3	33.932736	-118.3484	.7	ML	3	IMPERIAL 3	4808			
760427	105	W	7	37		R3.31	3.31	33.932665	-118.348246		FR	1	PRAIRIE OFF	4808			
760432	105	W	7	37	32548	R4	4	33.926558	-118.338643	.6	HV	1	118TH	2613			
760440	105	W	7	37	36546	R4.5	4.5	33.925127	-118.330354	.4	ML	4	CRENSHAW 1	4809			
760442	105	W	7	37	36546	R4.5	4.5	33.925127	-118.330354	.4	HV	1	CRENSHAW 1	4809			
760452	105	W	7	37	32548	R4.8	4.8	33.925436	-118.325192	.5	ML	3	CRENSHAW 2	4811			
760454	105	W	7	37	32548	R4.8	4.8	33.925436	-118.325192	.5	HV	1	CRENSHAW 2	4811			
760455	105	W	7	37	32548	R4.8	4.8	33.925436	-118.325192		FR	2	CRENSHAW NB	4811			
760460	105	W	7	37	32548	R5.5	5.5	33.925579	-118.313116	.6	HV	1	E/O WILTON	2586			
760465	105	W	7	37		R6	6	33.926754	-118.304542	.5	HV	1	W/O NORMANDIE	2588			
760473	105	W	7	37		R6.5	6.5	33.928605	-118.29615	.405	ML	4	VERMONT	4570			
760476	105	W	7	37		R6.5	6.5	33.928605	-118.29615	.55	HV	1	VERMONT	4570			
760481	105	W	7	37		R6.81	6.81	33.928912	-118.290792	.3	ML	3	FM 110 SB	2912			
760484	105	W	7	37		R6.81	6.81	33.928912	-118.290792		OR	1	FM 110 SB	2912			
760490	105	W	7	37	44000	R7.1	7.1	33.928915	-118.285761	.65	HV	1	HOOVER	2590			
760491	105	W	7	37	44000	R7.1	7.1	33.928915	-118.285761		FR	1	HOOVER	2590			
760496	105	W	7	37	44000	R8.2	8.2	33.927683	-118.266559	.3	ML	5	AVALON	2638			
760505	105	W	7	37	44000	R8.4	8.4	33.927654	-118.263124	.3	HV	1	STANFORD	2640			
760512	105	W	7	37	44000	R8.8	8.8	33.92794	-118.256279	.55	ML	3	CENTRAL	4834			
760519	105	W	7	37	44000	R8.8	8.8	33.92794	-118.256279	.55	HV	1	CENTRAL	4834			
760520	105	E	7	37	44000	R8.8	8.8	33.927658	-118.256273		FR	2	CENTRAL	4834			
760521	105	W	7	37	44000	R8.8	8.8	33.92794	-118.256279		FR	1	CENTRAL	4834			
760525	105	W	7	37		R9.5	9.5	33.928838	-118.244115	.65	HV	1	COMPTON	2641			
760532	105	W	7	37		R10.1	10.1	33.928184	-118.233573	.5	HV	1	WILMINGTON	4837			
760535	105	W	7	37		R10.1	10.1	33.928184	-118.233573	.5	ML	3	WILMINGTON	4837			
760545	105	W	7	37	44574	R12.1	12.1	33.921331	-118.201425	.5	HV	1	BULLIS	2644			
760550	105	W	7	37	44574	R12.6	12.6	33.918043	-118.193865	.455	HV	1	HARRIS	2645			
760558	105	W	7	37	44574	R11.4	11.4	33.926113	-118.212249	.35	ML	4	LONG BEACH 1	4838			
760561	105	W	7	37	44574	R11.4	11.4	33.926113	-118.212249	.35	HV	1	LONG BEACH 1	4838			
760568	105	W	7	37	44574	R11.6	11.6	33.924777	-118.209134	.35	ML	3	LONG BEACH 2	4839			
760572	105	W	7	37	44574	R11.6	11.6	33.924777	-118.209134	.35	HV	1	LONG BEACH 2	4839			
760574	105	W	7	37	44574	R11.6	11.6	33.924777	-118.209134		FR	1	LONG BEACH 2	4839			
760580	105	W	7	37	55618	R14.4	14.4	33.911652	-118.164198	.55	HV	1	E/O FACADE	2593			
760585	105	W	7	37	73080	R14.9	14.9	33.912441	-118.155588	.45	HV	1	MERKEL	2594			
760586	105	W	7	37	73080	R14.9	14.9	33.912441	-118.155588		FR	1	MERKEL	2594			
760597	105	W	7	37	44574	R13.01	13.01	33.915511	-118.187405		OR	1	FM 710 NB	2903			
760598	105	W	7	37	44574	R13.01	13.01	33.915511	-118.187405	.3	HV	1	FM 710 NB	2903			
760599	105	W	7	37	44574	R13.01	13.01	33.915511	-118.187405	.3	ML	3	FM 710 NB	2903			
760604	105	W	7	37	44574	R13.21	13.21	33.914378	-118.184198	.3	HV	1	FM 710 SB	2904			
760606	105	W	7	37	44574	R13.21	13.21	33.914378	-118.184198	.3	ML	3	FM 710 SB	2904			
760608	105	W	7	37	44574	R13.21	13.21	33.914378	-118.184198		OR	1	FM 710 SB	2904			
760617	105	W	7	37	44574	R13.8	13.8	33.911423	-118.174572	.595	HV	1	GARFIELD 1	4833			
760619	105	W	7	37	44574	R13.8	13.8	33.911423	-118.174572	.595	ML	3	GARFIELD 1	4833			
760624	105	W	7	37	44574	R13.8	13.8	33.911423	-118.174572		FF	3	GARFIELD 1	4833			
760635	110	S	7	37	44000	21.6	21.53	34.040612	-118.27373	.17	ML	6	11TH	3489			
760643	110	S	7	37	44000	22.31	22.24	34.04828	-118.266145	.675	ML	5	8TH	3490			
760646	110	S	7	37	44000	22.32	22.25	34.048366	-118.266006		FR	1	8TH	3490			
760650	110	S	7	37	44000	25	24.93	34.074472	-118.233103	.746	ML	5	AMADOR	3494			
760656	118	W	7	37		R1.8	35.331	34.277791	-118.604549		FR	1	TOPANGA CYN	3528			
760661	118	W	7	37	44000	R4.52	38.051	34.272684	-118.558209		FR	2	TAMPA	3525			
760666	118	W	7	37	44000	R5.83	39.361	34.27535	-118.535775		FR	3	RESEDA	3524			
760672	118	W	7	37	44000	R8.51	42.041	34.273353	-118.491355	.625	HV	1	HAYVENHURST	3521			
760675	118	W	7	37	44000	R8.51	42.041	34.273353	-118.491355		FR	1	HAYVENHURST	3521			
760677	118	W	7	37	44000	R8.93	42.461	34.268987	-118.485999	.495	HV	1	WOODLEY	3529			
760679	118	E	7	37	44000	R8.93	42.461	34.268787	-118.486194		FR	1	WOODLEY	3529			
760686	118	E	7	111	49138	T19.34	20.289	34.292788	-118.854026	2.78	ML	2	PRINCETON/LA AVE	4575			
760693	118	E	7	111	49138	T19.9	20.849	34.293197	-118.84425	.571	ML	2	COLLINS	4577			
760696	118	E	7	111	49138	T19.9	20.849	34.293197	-118.84425		FR	2	COLLINS	4577			
760706	118	W	7	111		R32.53	33.461	34.269157	-118.634264	.164	ML	4	ROCKY PEAK 2	4523			
760708	118	E	7	111		R32.53	33.461	34.268955	-118.634171		FR	2	ROCKY PEAK 2	4523			
760718	118	E	7	111	72016	R28.98	29.911	34.28146	-118.68836	.255	ML	4	STEARNS 2	4530			
760726	118	E	7	111	72016	R28.79	29.721	34.281486	-118.691694	.34	ML	4	STEARNS 1	4532			
760730	118	E	7	111	72016	R28.79	29.721	34.281486	-118.691694		FR	2	STEARNS SB	4532			
760738	118	E	7	111	72016	R27.48	28.411	34.281529	-118.714692	.26	ML	4	TAPO CYN 2	4534			
760746	118	E	7	111	72016	R27.29	28.221	34.281623	-118.718019	.34	ML	4	TAPO CYN 1	4536			
760749	118	E	7	111	72016	R27.29	28.221	34.281623	-118.718019		FR	2	TAPO CYN SB	4536			
760756	118	E	7	111	72016	R25.98	26.911	34.28213	-118.740869	.285	ML	3	SYCAMORE 2	4538			
760765	118	E	7	111	72016	R25.78	26.711	34.282139	-118.744365	.44	ML	3	SYCAMORE 1	4540			
760767	118	E	7	111	72016	R25.78	26.711	34.282139	-118.744365		FR	2	SYCAMORE SB	4540			
760774	118	E	7	111	72016	R24.97	25.901	34.282158	-118.75852	.16	ML	3	ERRINGER 2	4542			
760782	118	E	7	111	72016	R24.78	25.711	34.282158	-118.761848	.385	ML	3	ERRINGER 1	4544			
760786	118	E	7	111	72016	R24.78	25.711	34.282158	-118.761848		FR	2	ERRINGER SB	4544			
760794	118	E	7	111	72016	R23.97	24.901	34.28215	-118.776188	.21	ML	3	FIRST 2	4546			
